Index     FlowId          Size              Sent              Recv              FCT               PfcDur            
51         28              6.637             6.637             6.637             13.022            0                 
52         436             6.689             6.689             6.689             8.752             0                 
53         48              6.763             6.763             6.763             15.159            0                 
54         291             6.782             6.782             6.782             13.025            0                 
55         422             6.79              6.79              6.79              13.146            0                 
56         294             6.803             6.803             6.803             8.884             0                 
57         24              7.189             7.189             7.189             8.96              0                 
58         362             7.255             7.255             7.255             13.387            0                 
59         356             7.289             7.289             7.289             13.205            0                 
60         179             7.361             7.361             7.361             13.068            0                 
61         22              7.418             7.418             7.418             13.255            0                 
62         101             7.477             7.477             7.477             13.078            0                 
63         236             7.603             7.603             7.603             11.345            0                 
64         313             7.716             7.716             7.716             8.843             0                 
65         167             7.818             7.818             7.818             13.532            0                 
66         148             7.875             7.875             7.875             14.949            0                 
67         145             7.958             7.958             7.958             13.261            0                 
68         454             7.972             7.972             7.972             8.885             0                 
69         8               8.405             8.405             8.405             13.156            0                 
70         312             8.722             8.722             8.722             13.159            0                 
71         241             8.731             8.731             8.731             13.814            0                 
72         423             8.876             8.876             8.876             15.318            0                 
73         327             8.888             8.888             8.888             9.381             0                 
74         118             8.903             8.903             8.903             13.209            0                 
75         10              8.993             8.993             8.993             13.429            0                 
76         393             9                 9                 9                 9.022             0                 
77         380             9.039             9.039             9.039             9.066             0                 
78         305             9.047             9.047             9.047             15.538            0                 
79         95              9.207             9.207             9.207             13.261            0                 
80         451             9.48              9.48              9.48              17.768            0                 
81         108             9.485             9.485             9.485             13.306            0                 
82         132             9.548             9.548             9.548             14.839            0                 
83         96              9.663             9.663             9.663             13.337            0                 
84         381             9.997             9.997             9.997             9.208             0                 
85         389             10.983            10.983            10.983            13.663            0                 
86         103             10.985            10.985            10.985            13.282            0                 
87         442             11.437            11.437            11.437            13.621            0                 
88         109             11.51             11.51             11.51             13.7              0                 
89         12              11.561            11.561            11.561            14.02             0                 
90         43              12.164            12.164            12.164            9.485             0                 
91         412             12.611            12.611            12.611            18.81             0                 
92         366             12.952            12.952            12.952            13.802            0                 
93         261             13.918            13.918            13.918            14.165            0                 
94         231             13.922            13.922            13.922            13.826            0                 
95         277             14.715            14.715            14.715            14.574            0                 
96         357             15.201            15.201            15.201            14.051            0                 
97         268             15.685            15.685            15.685            14.698            0                 
98         134             15.79             15.79             15.79             9.607             0                 
99         181             16.177            16.177            16.177            9.961             0                 
100        88              17.649            17.649            17.649            9.652             0                 
101        56              18.196            18.196            18.196            14.638            0                 
102        4               18.442            18.442            18.442            14.383            0                 
103        351             19.789            19.789            19.789            14.428            0                 
104        269             20.037            20.037            20.037            14.59             0                 
105        320             20.599            20.599            20.599            20.318            0                 
106        369             20.927            20.927            20.927            9.967             0                 
107        144             21.479            21.479            21.479            14.325            0                 
108        200             21.503            21.503            21.503            14.688            0                 
109        439             21.731            21.731            21.731            14.239            0                 
110        276             22.155            22.155            22.155            15.594            0                 
111        202             22.222            22.222            22.222            14.635            0                 
112        234             22.433            22.433            22.433            15.357            0                 
113        411             22.965            22.965            22.965            14.696            0                 
114        348             23.538            23.538            23.538            15.167            0                 
115        316             23.651            23.651            23.651            15.045            0                 
116        6               23.827            23.827            23.827            14.733            0                 
117        1               24.288            24.288            24.288            17.519            0                 
118        176             24.406            24.406            24.406            11.531            0                 
119        409             24.621            24.621            24.621            10.242            0                 
120        446             24.776            24.776            24.776            10.675            0                 
121        336             24.803            24.803            24.803            15.217            0                 
122        352             24.812            24.812            24.812            15.124            0                 
123        414             25.16             25.16             25.16             15.277            0                 
124        386             25.163            25.163            25.163            15.032            0                 
125        285             25.243            25.243            25.243            18.313            0                 
126        112             25.667            25.667            25.667            16.114            0                 
127        358             25.732            25.732            25.732            14.919            0                 
128        31              25.746            25.746            25.746            16.728            0                 
129        21              26.049            26.049            26.049            21.529            0                 
130        152             26.361            26.361            26.361            15.26             0                 
131        91              26.462            26.462            26.462            15.028            0                 
132        104             26.708            26.708            26.708            18.691            0                 
133        342             26.724            26.724            26.724            15.14             0                 
134        146             26.76             26.76             26.76             14.768            0                 
135        377             26.819            26.819            26.819            15.568            0                 
136        262             26.855            26.855            26.855            17.84             0                 
137        79              26.868            26.868            26.868            16.78             0                 
138        140             26.923            26.923            26.923            16.041            0                 
139        266             27.08             27.08             27.08             14.878            0                 
140        230             27.11             27.11             27.11             14.742            0                 
141        427             27.392            27.392            27.392            10.631            0                 
142        61              27.489            27.489            27.489            15.628            0                 
143        127             28.391            28.391            28.391            21.222            0                 
144        159             28.507            28.507            28.507            10.751            0                 
145        190             28.895            28.895            28.895            15.492            0                 
146        354             28.951            28.951            28.951            15.779            0                 
147        308             29.01             29.01             29.01             22.025            0                 
148        253             29.117            29.117            29.117            15.441            0                 
149        125             29.22             29.22             29.22             16.674            0                 
150        452             29.869            29.869            29.869            10.816            0                 
151        182             31.38             31.38             31.38             15.467            0                 
152        257             31.992            31.992            31.992            10.908            0                 
153        379             32.158            32.158            32.158            17.622            0                 
154        456             32.184            32.184            32.184            11.28             0                 
155        295             33.144            33.144            33.144            15.2              0                 
156        248             33.218            33.218            33.218            11.486            0                 
157        213             33.6              33.6              33.6              20.912            0                 
158        149             33.638            33.638            33.638            18.077            0                 
159        415             33.712            33.712            33.712            15.221            0                 
160        384             33.955            33.955            33.955            16.119            0                 
161        340             33.956            33.956            33.956            15.975            0                 
162        321             34.413            34.413            34.413            18.198            0                 
163        74              35.142            35.142            35.142            15.797            0                 
164        376             35.718            35.718            35.718            15.674            0                 
165        256             36.383            36.383            36.383            12.682            0                 
166        396             36.718            36.718            36.718            11.831            0                 
167        290             36.771            36.771            36.771            11.576            0                 
168        111             37.43             37.43             37.43             20.183            0                 
169        247             37.685            37.685            37.685            16.178            0                 
170        41              38.768            38.768            38.768            21.159            0                 
171        19              38.988            38.988            38.988            11.506            0                 
172        445             39.667            39.667            39.667            17.517            0                 
173        220             39.942            39.942            39.942            11.553            0                 
174        245             40.501            40.501            40.501            16.525            0                 
175        246             41.077            41.077            41.077            17.087            0                 
176        243             41.183            41.183            41.183            16.712            0                 
177        360             41.996            41.996            41.996            12.263            0                 
178        311             42.06             42.06             42.06             16.585            0                 
179        441             42.398            42.398            42.398            17.07             0                 
180        382             42.837            42.837            42.837            12.434            0                 
181        242             42.938            42.938            42.938            17.245            0                 
182        235             43.436            43.436            43.436            16.486            0                 
183        398             44.732            44.732            44.732            18.955            0                 
184        64              45.599            45.599            45.599            17.58             0                 
185        32              46.042            46.042            46.042            26.386            0                 
186        238             46.331            46.331            46.331            21.319            0                 
187        143             46.352            46.352            46.352            15.039            0                 
188        426             48.47             48.47             48.47             16.731            0                 
189        250             48.789            48.789            48.789            18.533            0                 
190        209             48.852            48.852            48.852            18.043            0                 
191        416             48.901            48.901            48.901            17.896            0                 
192        406             49.209            49.209            49.209            21.289            0                 
193        310             49.574            49.574            49.574            12.57             0                 
194        331             49.739            49.739            49.739            12.426            0                 
195        325             52.223            52.223            52.223            17.386            0                 
196        435             53.122            53.122            53.122            13.36             0                 
197        123             53.168            53.168            53.168            33.464            0                 
198        20              53.227            53.227            53.227            17.478            0                 
199        160             53.855            53.855            53.855            13.562            0                 
200        225             54.367            54.367            54.367            20.858            0                 
201        83              54.417            54.417            54.417            13.535            0                 
202        124             55.717            55.717            55.717            22.548            0                 
203        210             55.852            55.852            55.852            18.316            0                 
204        25              56.306            56.306            56.306            18.535            0                 
205        45              57.348            57.348            57.348            23.507            0                 
206        223             57.668            57.668            57.668            25.72             0                 
207        7               58.685            58.685            58.685            19.653            0                 
208        211             58.692            58.692            58.692            17.343            0                 
209        317             59.863            59.863            59.863            18.145            0                 
210        244             60.06             60.06             60.06             17.855            0                 
211        322             60.234            60.234            60.234            14.041            0                 
212        175             60.577            60.577            60.577            29.36             0                 
213        150             60.874            60.874            60.874            20.161            0                 
214        387             61.129            61.129            61.129            17.903            0                 
215        27              61.331            61.331            61.331            18.524            0                 
216        187             61.506            61.506            61.506            13.5              0                 
217        408             62.464            62.464            62.464            19.1              0                 
218        425             62.84             62.84             62.84             18.729            0                 
219        168             62.96             62.96             62.96             18.997            0                 
220        84              64.189            64.189            64.189            15.804            0                 
221        214             64.315            64.315            64.315            20.196            0                 
222        97              64.64             64.64             64.64             18.158            0                 
223        106             65.734            65.734            65.734            19.948            0                 
224        254             66.732            66.732            66.732            24.245            0                 
225        278             67.031            67.031            67.031            19.589            0                 
226        434             67.545            67.545            67.545            22.371            0                 
227        204             67.973            67.973            67.973            20.946            0                 
228        395             68.227            68.227            68.227            20.459            0                 
229        279             68.303            68.303            68.303            23.976            0                 
230        233             69.021            69.021            69.021            20.139            0                 
231        437             69.085            69.085            69.085            21.16             0                 
232        318             69.173            69.173            69.173            26.565            0                 
233        55              70.135            70.135            70.135            21.623            0                 
234        178             70.476            70.476            70.476            14.228            0                 
235        193             70.974            70.974            70.974            19.373            0                 
236        448             71.065            71.065            71.065            18.912            0                 
237        337             71.131            71.131            71.131            21.683            0                 
238        273             71.577            71.577            71.577            14.843            0                 
239        142             75.704            75.704            75.704            20.187            0                 
240        53              76.395            76.395            76.395            19.879            0                 
241        65              76.523            76.523            76.523            29.845            0                 
242        457             76.686            76.686            76.686            21.062            0                 
243        364             76.762            76.762            76.762            22.664            0                 
244        461             76.86             76.86             76.86             31.36             0                 
245        195             77.197            77.197            77.197            15.197            0                 
246        299             78.171            78.171            78.171            19.007            0                 
247        301             78.434            78.434            78.434            30.497            0                 
248        46              78.511            78.511            78.511            20.651            0                 
249        153             79.943            79.943            79.943            15.303            0                 
250        15              81.385            81.385            81.385            21.272            0                 
251        309             81.631            81.631            81.631            19.283            0                 
252        33              85.074            85.074            85.074            26.635            0                 
253        282             86.9              86.9              86.9              17.222            0                 
254        122             96.429            96.429            96.429            33.985            0                 
255        367             98.985            98.985            98.985            34.539            0                 
256        208             100.994           100.994           100.994           17.417            0                 
257        438             112.954           112.954           112.954           22.614            0                 
258        265             117.236           117.236           117.236           24.724            0                 
259        385             121.26            121.26            121.26            44.516            0                 
260        40              132.923           132.923           132.923           27.977            0                 
261        199             134.755           134.755           134.755           24.609            0                 
262        166             144.828           144.828           144.828           21.666            0                 
263        304             162.378           162.378           162.378           25.312            0                 
264        59              163.335           163.335           163.335           28.861            0                 
265        161             164.3             164.3             164.3             29.27             0                 
266        136             165.797           165.797           165.797           26.571            0                 
267        293             172.797           172.797           172.797           42.201            0                 
268        107             174.282           174.282           174.282           30.756            0                 
269        459             174.482           174.482           174.482           38.893            0                 
270        363             180.808           180.808           180.808           35.324            0                 
271        328             180.878           180.878           180.878           50.907            0                 
272        280             181.724           181.724           181.724           28.091            0                 
273        72              183.555           183.555           183.555           25.18             0                 
274        203             183.744           183.744           183.744           27.076            0                 
275        288             183.889           183.889           183.889           29.322            0                 
276        339             190.182           190.182           190.182           44.211            0                 
277        177             192.258           192.258           192.258           24.402            0                 
278        401             192.565           192.565           192.565           27.508            0                 
279        237             193.966           193.966           193.966           34.074            0                 
280        399             194.534           194.534           194.534           31.948            0                 
281        194             197.9             197.9             197.9             30.626            0                 
282        81              203.243           203.243           203.243           42.352            0                 
283        263             203.803           203.803           203.803           43.243            0                 
284        287             217.766           217.766           217.766           36.683            0                 
285        368             241.787           241.787           241.787           33.196            0                 
286        133             273.435           273.435           273.435           37.399            0                 
287        258             277.888           277.888           277.888           43.959            0                 
288        44              313.813           313.813           313.813           37.097            0                 
289        463             366.81            366.81            366.81            56.506            0                 
290        390             371.774           371.774           371.774           53.95             0                 
291        173             373.551           373.551           373.551           66.924            0                 
292        188             408.806           408.806           408.806           63.507            0                 
293        205             425.527           425.527           425.527           63.016            0                 
294        18              464.577           464.577           464.577           79.6              0                 
295        116             468.177           468.177           468.177           87.455            0                 
296        155             520.9             520.9             520.9             125.973           0                 
297        338             547.199           547.199           547.199           115.219           0                 
298        298             568.9             568.9             568.9             109.584           0                 
299        394             579.43            579.43            579.43            137.049           0                 
300        105             580.381           580.381           580.381           112.073           0                 
301        17              597.655           597.655           597.655           116.688           0                 
302        66              598.292           598.292           598.292           142.312           0                 
303        94              600.524           600.524           600.524           199.933           0                 
304        207             606.052           606.052           606.052           142.232           0                 
305        410             639.195           639.195           639.195           163.391           0                 
306        137             648.787           648.787           648.787           261.997           0                 
307        303             669.275           669.275           669.275           482.368           0                 
308        284             704.73            704.73            704.73            735.139           0                 
309        289             766.127           766.127           766.127           914.672           0                 
310        226             782.258           782.258           782.258           470.248           0                 
311        344             799.355           799.355           799.355           535.134           0                 
312        383             799.839           799.839           799.839           207.47            0                 
313        371             853.001           853.001           853.001           689.841           0                 
314        391             861.935           861.935           861.935           882.52            0                 
315        218             874.476           874.476           874.476           714.761           0                 
316        281             881.386           881.386           881.386           383.593           0                 
317        158             898.35            898.35            898.35            1187.65           0                 
318        156             900.364           900.364           900.364           525.115           0                 
319        397             918.143           918.143           918.143           554.319           0                 
320        424             944.054           944.054           944.054           468.564           0                 
321        430             944.139           944.139           944.139           1244.41           0                 
322        335             964.277           964.277           964.277           910.499           0                 
323        92              984.77            984.77            984.77            1067.94           0                 
324        36              1009.1            1009.1            1009.1            428.331           0                 
325        453             1031.41           1031.41           1031.41           928.927           0                 
326        113             1035.71           1035.71           1035.71           737.998           0                 
327        198             1063.78           1063.78           1063.78           861.903           0                 
328        388             1065.75           1065.75           1065.75           592.358           0                 
329        440             1136.4            1136.4            1136.4            1299.38           0                 
330        365             1165.48           1165.48           1165.48           1480.57           0                 
331        38              1175.97           1175.97           1175.97           1039.43           0                 
332        89              1218.22           1218.22           1218.22           509.632           0                 
333        206             1238.38           1238.38           1238.38           243.724           0                 
334        249             1265.57           1265.57           1265.57           699.724           0                 
335        345             1298.1            1298.1            1298.1            886.081           0                 
336        403             1363.82           1363.82           1363.82           781.117           0                 
337        372             1420.97           1420.97           1420.97           885.79            0                 
338        222             1447.32           1447.32           1447.32           697.6             0                 
339        62              1467.3            1467.3            1467.3            2109.72           0                 
340        16              1478.03           1478.03           1478.03           1153.11           0                 
341        119             1489.42           1489.42           1489.42           1102.39           0                 
342        418             1507.72           1507.72           1507.72           645.859           0                 
343        252             1514.39           1514.39           1514.39           1662.33           0                 
344        370             1550.33           1550.33           1550.33           967.464           0                 
345        70              1559.45           1559.45           1559.45           1528.96           0                 
346        296             1568.46           1568.46           1568.46           2169.39           0                 
347        129             1626.79           1626.79           1626.79           875.427           0                 
348        117             1649.25           1649.25           1649.25           2098.21           0                 
349        359             1656.45           1656.45           1656.45           652.119           0                 
350        47              1667.01           1667.01           1667.01           1357.82           0                 
351        341             1680.13           1680.13           1680.13           439.782           0                 
352        264             1707.74           1707.74           1707.74           1634.42           0                 
353        272             1781.52           1781.52           1781.52           1499.4            0                 
354        67              1802.51           1802.51           1802.51           3295.32           0                 
355        26              1832.82           1832.82           1832.82           1114.29           0                 
356        102             1844.89           1844.89           1844.89           1677.36           0                 
357        99              1871.97           1871.97           1871.97           2271.53           0                 
358        323             1873.47           1873.47           1873.47           1396.19           0                 
359        60              1876.42           1876.42           1876.42           877.39            0                 
360        184             1877.29           1877.29           1877.29           1511.12           0                 
361        417             1881.47           1881.47           1881.47           1489.39           0                 
362        464             1943.31           1943.31           1943.31           1189.51           0                 
363        271             1973.37           1973.37           1973.37           2325.4            0                 
364        169             1984.74           1984.74           1984.74           2804.66           0                 
365        326             1999.17           1999.17           1999.17           2112.97           0                 
366        191             2021.23           2021.23           2021.23           1251.67           0                 
367        221             2135.29           2135.29           2135.29           1250.21           0                 
368        75              2173.67           2173.67           2173.67           1895.07           0                 
369        120             2184.46           2184.46           2184.46           1168.14           0                 
370        69              2238.78           2238.78           2238.78           453.458           0                 
371        37              2430.54           2430.54           2430.54           1203.16           0                 
372        157             2455.9            2455.9            2455.9            1289.48           0                 
373        458             2499.66           2499.66           2499.66           1444.77           0                 
374        228             2569.89           2569.89           2569.89           1685.53           0                 
375        100             2573.05           2573.05           2573.05           2140.98           0                 
376        87              2627.77           2627.77           2627.77           4053.58           0                 
377        130             2655.26           2655.26           2655.26           2992.57           0                 
378        350             2664.18           2664.18           2664.18           2186.12           0                 
379        292             2767.89           2767.89           2767.89           2594.59           0                 
380        375             2802.45           2802.45           2802.45           461.959           0                 
381        23              2821.73           2821.73           2821.73           1632.28           0                 
382        286             2892.61           2892.61           2892.61           3532.93           0                 
383        259             2939.69           2939.69           2939.69           2118.09           0                 
384        201             2962.85           2962.85           2962.85           2244.43           0                 
385        332             3026.35           3026.35           3026.35           1513.45           0                 
386        447             3044.6            3044.6            3044.6            3922.02           0                 
387        138             3051.5            3051.5            3051.5            1709.46           0                 
388        428             3056.15           3056.15           3056.15           3252.45           0                 
389        135             3350.15           3350.15           3350.15           703.908           0                 
390        52              3353.69           3353.69           3353.69           2799.5            0                 
391        239             3613.28           3613.28           3613.28           2600.87           0                 
392        429             3636.44           3636.44           3636.44           1265.66           0                 
393        240             3714.78           3714.78           3714.78           2981.73           0                 
394        297             3766.84           3766.84           3766.84           2543.37           0                 
395        405             3794.05           3794.05           3794.05           6090.75           0                 
396        330             3825.01           3825.01           3825.01           1291              0                 
397        449             4043.59           4043.59           4043.59           3983.18           0                 
398        197             4054.22           4054.22           4054.22           1232.52           0                 
399        13              4116.19           4116.19           4116.19           1343.15           0                 
400        431             4222.19           4222.19           4222.19           2958.55           0                 
401        373             4352.51           4352.51           4352.51           3465.09           0                 
402        73              4400.26           4400.26           4400.26           4567.87           0                 
403        260             4445.63           4445.63           4445.63           3319.32           0                 
404        93              4590.33           4590.33           4590.33           4769.75           0                 
405        402             4606.57           4606.57           4606.57           1185.38           0                 
406        300             4632.43           4632.43           4632.43           1201.12           0                 
407        71              4652.98           4652.98           4652.98           4557.59           0                 
408        49              4686.6            4686.6            4686.6            3816.59           0                 
409        432             4691.64           4691.64           4691.64           3240.8            0                 
410        413             4738.56           4738.56           4738.56           1054.49           0                 
411        433             4748.21           4748.21           4748.21           4723.28           0                 
412        374             4754.52           4754.52           4754.52           4352.01           0                 
413        151             4781.64           4781.64           4781.64           853.581           0                 
414        172             4841.32           4841.32           4841.32           1478.43           0                 
415        460             4881.14           4881.14           4881.14           1282.53           0                 
416        346             4894.78           4894.78           4894.78           1348.3            0                 
417        462             4987.98           4987.98           4987.98           5928.99           0                 
418        77              5055.13           5055.13           5055.13           2580.01           0                 
419        86              5064.02           5064.02           5064.02           4918.49           0                 
420        76              5110.61           5110.61           5110.61           3346.99           0                 
421        421             5632.83           5632.83           5632.83           1454.96           0                 
422        420             6310.08           6310.08           6310.08           2507.05           0                 
423        147             6391.53           6391.53           6391.53           2073.68           0                 
424        180             6462.82           6462.82           6462.82           3289.72           0                 
425        251             6557.97           6557.97           6557.97           2567.87           0                 
426        14              6647.79           6647.79           6647.79           2082.4            0                 
427        42              6692.3            6692.3            6692.3            5162.84           0                 
428        50              6801.4            6801.4            6801.4            4539.44           0                 
429        110             6808.46           6808.46           6808.46           3154.06           0                 
430        255             6899.18           6899.18           6899.18           2529.64           0                 
431        141             7238.43           7238.43           7238.43           2549.39           0                 
432        51              7251.29           7251.29           7251.29           6061.19           0                 
433        174             7521.13           7521.13           7521.13           6876.75           0                 
434        164             7848.47           7848.47           7848.47           6769.76           0                 
435        232             8104.18           8104.18           8104.18           5141.92           0                 
436        355             8421              8421              8421              3507.2            0                 
437        443             8426.66           8426.66           8426.66           1845.33           0                 
438        229             8443.28           8443.28           8443.28           4562.64           0                 
439        3               8523.36           8523.36           8523.36           3372.69           0                 
440        9               8578.86           8578.86           8578.86           3377.3            0                 
441        98              8634.66           8634.66           8634.66           7952.64           0                 
442        343             8687.15           8687.15           8687.15           4090.65           0                 
443        216             8805.28           8805.28           8805.28           5314.91           0                 
444        334             8883.4            8883.4            8883.4            3140.99           0                 
445        78              9265.46           9265.46           9265.46           5232.56           0                 
446        58              9397.51           9397.51           9397.51           3284.93           0                 
447        353             9399.69           9399.69           9399.69           7596.77           0                 
448        347             9417.37           9417.37           9417.37           2367.11           0                 
449        85              9467.94           9467.94           9467.94           5464.35           0                 
450        115             9943.55           9943.55           9943.55           4240.91           0                 
451        407             10818             10818             10818             6668.11           0                 
452        215             14623.1           14623.1           14623.1           1880.65           0                 
453        224             15444.9           15444.9           15444.9           2812.13           0                 
454        392             15853.1           15853.1           15853.1           3520.41           0                 
455        186             16876.7           16876.7           16876.7           4454.35           0                 
456        274             16917.6           16917.6           16917.6           4150.95           0                 
457        63              17405.7           17405.7           17405.7           6252.16           0                 
458        404             21292.4           21292.4           21292.4           8818.96           0                 
459        444             22413.2           22413.2           22413.2           5211.53           0                 
460        131             24901             24901             24901             3519              0                 
461        90              27361             27361             27361             7864.04           0                 
462        170             28761.2           28761.2           28761.2           7977.77           0                 
463        2               29283             29283             29283             8360.23           0                 
avg_fct 871.847075
avg_fct_small 14.846474
avg_fct_large 4573.400283
99_small_fct 23.976000
99_fct 5211.532000
flow_cnt 464
small_flow_cnt 232
large_flow_cnt 46
max_small_flow_index 232
min_large_flow_index 417
99_small_flow_index 229
99_flow_index 459
